CREATED_DATE,SPECIES,LATITUDE,LONGITUDE
2017 Nov 06 09:42:00 AM,EASTERN GREY KANGAROO,-35.1710957,149.1181686
2017 Nov 07 10:21:00 PM,WALLABY,-35.22522547,149.1072221
2017 Nov 07 10:34:00 AM,WALLABY,-35.42380603,149.1373263
2017 Nov 08 09:39:00 AM,WOMBAT,-35.42145964,149.0771923
2017 Nov 09 09:20:00 AM,RED NECKED WALLABY,-35.346089,149.093839
2017 Nov 09 12:26:00 PM,BRUSHTAIL POSSUM,-35.3604005,149.0950356
2017 Nov 11 06:33:00 AM,WALLABY,-35.3888725,149.071282
2017 Nov 11 07:19:00 AM,EASTERN GREY KANGAROO,-35.32793218,149.1366978
2017 Nov 11 09:07:00 AM,EASTERN GREY KANGAROO,-35.45160858,149.0951796
2017 Nov 12 08:14:00 PM,WOMBAT,-35.17025152,149.0693202
2017 Nov 12 11:11:00 PM,BRUSHTAIL POSSUM,-35.33749176,149.1348267
2017 Nov 13 09:51:00 AM,MAGPIES,-35.21440868,149.0563443
2017 Nov 14 10:36:00 AM,EASTERN GREY KANGAROO,-35.22278507,149.1935717
2017 Nov 15 06:55:00 AM,EASTERN GREY KANGAROO,-35.34131797,149.0947555
2017 Nov 16 08:48:00 AM,WOMBAT,-35.23492627,149.0266414
2017 Nov 17 04:23:00 PM,WOMBAT,-35.19448675,149.0265866
2017 Nov 17 08:56:00 AM,WOMBAT,-35.4011831,149.0710023
2017 Nov 17 09:58:00 AM,WALLABY,-35.32569454,149.1232559
2017 Nov 19 08:32:00 AM,BRUSHTAIL POSSUM,-35.40120945,149.0400801
2017 Nov 19 09:25:00 AM,WALLABY,-35.18940558,149.121933
2017 Nov 19 11:29:00 AM,BROWN SNAKE,-35.23147642,149.1483624
2017 Nov 23 02:22:00 PM,WALLABY,-35.32198863,149.061792
2017 Nov 26 02:06:00 PM,WALLABY,-35.34964533,149.1114428
2017 Nov 27 09:25:00 AM,WOMBAT,-35.36697797,149.0874603
2017 Nov 28 03:12:00 PM,BROWN SNAKE,-35.25273377,149.1270671
2017 Nov 28 03:13:00 PM,BROWN SNAKE,-35.22642997,149.0913578
2017 Nov 28 12:14:00 PM,BROWN SNAKE,-35.16871342,149.1270401
2017 Nov 29 07:14:00 PM,EASTERN GREY KANGAROO,-35.41933952,149.0775931
2017 Nov 29 10:16:00 AM,BROWN SNAKE,-35.27034636,149.1281738
2017 Oct 01 10:09:00 AM,EASTERN GREY KANGAROO,-35.21249247,149.1965849
2017 Oct 01 11:26:00 AM,BRUSHTAIL POSSUM,-35.32351175,149.0941273
2017 Oct 03 03:41:00 PM,WALLABY,-35.29176683,149.1815838
2017 Oct 03 08:26:00 AM,EASTERN GREY KANGAROO,-35.26879729,149.0263899
2017 Oct 03 11:24:00 AM,EASTERN GREY KANGAROO,-35.39503036,149.1191259
2017 Oct 04 07:10:00 AM,EASTERN GREY KANGAROO,-35.27681839,149.1255136
2017 Oct 04 09:33:00 AM,EASTERN GREY KANGAROO,-35.22859043,149.0879981
2017 Oct 06 10:44:00 AM,WALLAROO,-35.30468245,149.0655352
2017 Oct 07 02:43:00 PM,BROWN SNAKE,-35.30983776,149.1024516
2017 Oct 07 07:59:00 AM,EASTERN GREY KANGAROO,-35.36717947,149.1665149
2017 Oct 09 10:47:00 AM,WALLABY,-35.21172325,149.1021456
2017 Oct 10 04:33:00 PM,EASTERN GREY KANGAROO,-35.21769425,149.1323288
2017 Oct 10 08:49:00 AM,EASTERN GREY KANGAROO,-35.22288727,149.0883143
2017 Oct 10 11:43:00 AM,RED NECKED WALLABY,-35.35158095,149.0870402
2017 Oct 11 11:47:00 AM,WALLAROO,-35.31096095,149.0881048
2017 Oct 13 01:34:00 PM,COCKATOO,-35.25336472,149.1345934
2017 Oct 13 10:02:00 AM,EASTERN GREY KANGAROO,-35.35863112,149.0864172
2017 Oct 15 01:07:00 PM,WOMBAT,-35.27221304,149.0276283
2017 Oct 15 12:28:00 PM,DUCK,-35.17908753,149.1506851
2017 Oct 16 02:04:00 PM,BROWN SNAKE,-35.45834966,148.974382
2017 Oct 16 06:09:00 PM,BROWN SNAKE,-35.23950521,149.1031845
2017 Oct 16 10:51:00 AM,BROWN SNAKE,-35.24741658,149.1057
2017 Oct 17 01:01:00 PM,BLUE TONGUE LIZARD,-35.25297941,149.0916808
2017 Oct 17 07:08:00 PM,BRUSHTAIL POSSUM,-35.23462095,149.0361173
2017 Oct 18 08:32:00 PM,BLUE TONGUE LIZARD,-35.40875948,149.0736427
2017 Oct 18 08:50:00 AM,EASTERN GREY KANGAROO,-35.43324614,149.0974648
2017 Oct 18 10:53:00 AM,WALLABY,-35.26941556,149.1343764
2017 Oct 18 11:06:00 AM,BROWN SNAKE,-35.27766275,149.1122343
2017 Oct 21 09:11:00 AM,BRUSHTAIL POSSUM,-35.46025922,149.1142776
2017 Oct 22 03:52:00 AM,EASTERN GREY KANGAROO,-35.29434982,149.1969254
2017 Oct 22 03:53:00 AM,BRUSHTAIL POSSUM,-35.2738599,149.1267464
2017 Oct 24 07:17:00 AM,WOMBAT,-35.44214943,149.1700129
2017 Oct 25 01:20:00 PM,BROWN SNAKE,-35.23876824,149.1738034
2017 Oct 25 10:50:00 AM,BROWN SNAKE,-35.32698547,149.0498863
2017 Oct 25 10:51:00 AM,WALLABY,-35.33181839,149.0858071
2017 Oct 26 08:56:00 PM,EASTERN GREY KANGAROO,-35.2428931,149.1616245
2017 Oct 27 02:09:00 PM,EASTERN GREY KANGAROO,-35.2723041,149.1811339
2017 Oct 28 10:33:00 AM,WALLABY,-35.29953487,149.0881994
2017 Oct 28 10:42:00 AM,EASTERN GREY KANGAROO,-35.36272401,149.0680988
2017 Oct 29 12:26:00 AM,BROWN SNAKE,-35.2777419,148.9729311
2017 Oct 30 09:22:00 AM,BROWN SNAKE,-35.35063652,149.1360109
2017 Sep 01 11:21:00 AM,BRUSHTAIL POSSUM,-35.41734043,149.1409875
2017 Sep 01 11:37:00 PM,BRUSHTAIL POSSUM,-35.21447282,149.0880369
2017 Sep 02 07:37:00 PM,MAGPIES,-35.25608451,149.0798926
2017 Sep 02 07:38:00 PM,EASTERN GREY KANGAROO,-35.2145541,149.1309208
2017 Sep 04 03:37:00 PM,EASTERN GREY KANGAROO,-35.38055021,149.1257231
2017 Sep 04 11:02:00 AM,EASTERN GREY KANGAROO,-35.45650268,149.0828261
2017 Sep 04 11:03:00 AM,WOMBAT,-35.30069033,149.0775502
2017 Sep 05 05:36:00 PM,RED NECKED WALLABY,-35.31833318,149.082149
2017 Sep 06 03:14:00 PM,EASTERN GREY KANGAROO,-35.40627029,149.1004829
2017 Sep 06 04:45:00 PM,EASTERN GREY KANGAROO,-35.44035568,149.1397344
2017 Sep 06 08:58:00 PM,WOMBAT,-35.31128245,149.105746
2017 Sep 07 04:15:00 AM,EASTERN GREY KANGAROO,-35.44544146,149.094859
2017 Sep 07 09:37:00 AM,BRUSHTAIL POSSUM,-35.23707775,149.1256999
2017 Sep 08 04:11:00 PM,EASTERN GREY KANGAROO,-35.31933743,149.1401884
2017 Sep 08 12:35:00 PM,WALLAROO,-35.39533916,149.0178482
2017 Sep 09 08:33:00 AM,RED NECKED WALLABY,-35.25311166,149.0622746
2017 Sep 11 09:54:00 AM,EASTERN GREY KANGAROO,-35.21881981,149.0980533
2017 Sep 12 08:23:00 AM,WOMBAT,-35.47584356,149.1284578
2017 Sep 12 09:15:00 AM,WALLAROO,-35.39279215,149.1208023
2017 Sep 12 09:32:00 AM,GALAH,-35.27940965,149.1074875
2017 Sep 12 10:06:00 AM,RED NECKED WALLABY,-35.2728675,149.0815502
2017 Sep 12 10:18:00 AM,WOMBAT,-35.26093673,149.0396914
2017 Sep 13 09:06:00 AM,EASTERN GREY KANGAROO,-35.40202092,149.0824569
2017 Sep 13 10:33:00 AM,WALLAROO,-35.42146856,149.0353684
2017 Sep 14 03:13:00 PM,MAGPIES,-35.32780547,149.0846677
2017 Sep 15 09:27:00 AM,SWAN,-35.27116183,149.0072493
2017 Sep 15 09:58:00 AM,BRUSHTAIL POSSUM,-35.27410623,149.127445
2017 Sep 16 01:06:00 PM,BRUSHTAIL POSSUM,-35.17315354,149.0436912
2017 Sep 16 02:24:00 PM,EASTERN GREY KANGAROO,-35.32727984,149.117151
2017 Sep 17 09:30:00 AM,WALLAROO,-35.34955565,149.0598868
2017 Sep 18 08:07:00 PM,WOMBAT,-35.19890728,149.1291022
2017 Sep 18 09:38:00 AM,EASTERN GREY KANGAROO,-35.38095643,149.0937824
2017 Sep 18 11:02:00 AM,MAGPIES,-35.34249383,149.0931288
2017 Sep 18 11:55:00 AM,BRUSHTAIL POSSUM,-35.46321829,149.106662
2017 Sep 21 09:26:00 AM,EASTERN GREY KANGAROO,-35.3200057,149.0038836
2017 Sep 22 01:26:00 PM,BRUSHTAIL POSSUM,-35.20278606,149.1004888
2017 Sep 22 01:29:00 PM,BROWN SNAKE,-35.3147108,149.1419529
2017 Sep 22 07:10:00 PM,WOMBAT,-35.44524586,149.0544792
2017 Sep 23 02:01:00 PM,WOMBAT,-35.3889431,149.0310202
2017 Sep 24 02:16:00 AM,WALLAROO,-35.21714062,149.0862545
2017 Sep 25 08:43:00 AM,WALLAROO,-35.30589638,149.0870193
2017 Sep 26 09:05:00 AM,EASTERN GREY KANGAROO,-35.21392667,149.159818
2017 Sep 26 09:35:00 AM,EASTERN GREY KANGAROO,-35.32110192,149.104406
2017 Sep 26 09:36:00 AM,DUCK,-35.34798443,149.1527142
2017 Sep 27 10:14:00 AM,EASTERN GREY KANGAROO,-35.30934795,149.1077781
2017 Sep 27 10:35:00 AM,WOMBAT,-35.29519461,149.062153
2017 Sep 27 11:52:00 AM,PARROT,-35.20526206,149.1006131
2017 Sep 28 03:06:00 PM,EASTERN GREY KANGAROO,-35.16025485,149.1323177
2017 Sep 28 11:00:00 AM,BRUSHTAIL POSSUM,-35.43317692,149.1173408
2017 Sep 28 11:18:00 AM,EASTERN GREY KANGAROO,-35.21266682,149.1323163
2017 Sep 29 11:04:00 PM,WALLAROO,-35.21449752,149.0575421
2017 Sep 29 11:20:00 AM,MAGPIES,-35.35428728,149.1112976
2017 Sep 30 07:52:00 PM,WALLAROO,-35.27417098,149.1304133
2017 Sep 30 10:44:00 PM,WALLAROO,-35.34047114,149.1305212
2017 Sep 30 11:31:00 AM,WALLAROO,-35.29225546,149.1320007
2018 Apr 01 01:33:00 PM,WALLAROO,-35.26484992,149.0978955
2018 Apr 01 02:18:00 PM,RED NECKED WALLABY,-35.33507895,149.1848074
2018 Apr 02 11:48:00 AM,WALLAROO,-35.37919595,149.0661454
2018 Apr 03 01:34:00 PM,BROWN SNAKE,-35.26023155,149.0849033
2018 Apr 03 02:19:00 PM,BRUSHTAIL POSSUM,-35.20629201,149.0807532
2018 Apr 03 06:00:00 AM,BRUSHTAIL POSSUM,-35.2601269,149.0910275
2018 Apr 03 07:30:00 PM,EASTERN GREY KANGAROO,-35.23919715,149.0495683
2018 Apr 03 07:40:00 PM,EASTERN GREY KANGAROO,-35.24636056,149.063655
2018 Apr 03 09:03:00 PM,EASTERN GREY KANGAROO,-35.44051008,149.0646988
2018 Apr 05 08:46:00 AM,WALLAROO,-35.3903199,149.0835431
2018 Apr 07 08:24:00 AM,SWAN,-35.31432744,149.0826142
2018 Apr 09 08:00:00 AM,WALLAROO,-35.23565487,149.1942189
2018 Apr 10 09:18:00 AM,EASTERN GREY KANGAROO,-35.3934614,149.1488641
2018 Apr 12 09:26:00 AM,WALLAROO,-35.28243983,149.0872072
2018 Apr 12 09:58:00 AM,BRUSHTAIL POSSUM,-35.23510787,149.0545933
2018 Apr 12 10:59:00 PM,EASTERN GREY KANGAROO,-35.27904748,149.0166052
2018 Apr 12 11:37:00 AM,BRUSHTAIL POSSUM,-35.18802017,149.0747389
2018 Apr 12 12:06:00 PM,SWAN,-35.32688185,149.1075647
2018 Apr 13 03:18:00 PM,BRUSHTAIL POSSUM,-35.44547507,149.1219366
2018 Apr 16 09:35:00 AM,EASTERN GREY KANGAROO,-35.17590004,149.0619942
2018 Apr 17 01:13:00 PM,WOMBAT,-35.44558348,149.0872473
2018 Apr 18 09:07:00 AM,WOMBAT,-35.28120338,149.0186346
2018 Apr 18 10:20:00 AM,EASTERN GREY KANGAROO,-35.44686099,149.1673406
2018 Apr 19 11:35:00 AM,WOMBAT,-35.40056227,149.1445881
2018 Apr 20 07:10:00 PM,WALLABY,-35.38778591,149.1149807
2018 Apr 21 05:11:00 PM,EASTERN GREY KANGAROO,-35.35588728,149.0083902
2018 Apr 21 06:53:00 AM,EASTERN GREY KANGAROO,-35.27155415,149.0757706
2018 Apr 21 08:01:00 AM,EASTERN GREY KANGAROO,-35.2292013,149.0731265
2018 Apr 21 09:04:00 AM,EASTERN GREY KANGAROO,-35.34182275,149.2000934
2018 Apr 22 10:18:00 AM,EASTERN GREY KANGAROO,-35.19834602,149.1380092
2018 Apr 23 11:35:00 AM,EASTERN GREY KANGAROO,-35.41818978,149.1129351
2018 Apr 25 08:11:00 AM,EASTERN GREY KANGAROO,-35.25506807,149.1364457
2018 Apr 26 02:47:00 PM,EASTERN GREY KANGAROO,-35.27590975,149.0721447
2018 Apr 27 08:49:00 AM,EASTERN GREY KANGAROO,-35.38461043,149.0494708
2018 Apr 27 09:01:00 AM,EASTERN GREY KANGAROO,-35.25919365,149.1957357
2018 Apr 28 05:04:00 AM,EASTERN GREY KANGAROO,-35.26300125,149.0927615
2018 Apr 29 07:40:00 PM,WOMBAT,-35.43172303,149.0244746
2018 Apr 29 09:59:00 AM,WOMBAT,-35.32644804,149.0640193
2018 Apr 29 12:39:00 PM,EASTERN GREY KANGAROO,-35.44359261,149.1489315
2018 Apr 30 09:07:00 PM,EASTERN GREY KANGAROO,-35.28558369,149.1026639
2018 Aug 01 12:32:00 PM,WALLAROO,-35.23562528,149.1082102
2018 Aug 02 04:36:00 PM,EASTERN GREY KANGAROO,-35.38034988,149.1251768
2018 Aug 02 08:57:00 PM,EASTERN GREY KANGAROO,-35.2663699,149.0792466
2018 Aug 02 09:23:00 AM,WALLAROO,-35.25588427,149.0871089
2018 Aug 02 09:37:00 PM,EASTERN GREY KANGAROO,-35.39734698,149.1663517
2018 Aug 03 03:16:00 PM,WOMBAT,-35.38201893,149.0727674
2018 Aug 03 11:53:00 AM,WOMBAT,-35.2314466,149.1148627
2018 Aug 04 07:54:00 PM,EASTERN GREY KANGAROO,-35.33557533,149.153451
2018 Aug 05 08:00:00 AM,EASTERN GREY KANGAROO,-35.20747202,149.1941083
2018 Aug 05 09:31:00 PM,WALLABY,-35.27295698,149.1118438
2018 Aug 05 09:32:00 AM,WOMBAT,-35.25689772,149.0640453
2018 Aug 05 10:57:00 AM,EASTERN GREY KANGAROO,-35.33326662,149.1685351
2018 Aug 05 11:12:00 PM,WALLABY,-35.33056757,149.1642227
2018 Aug 06 02:19:00 PM,WOMBAT,-35.30848617,149.0846011
2018 Aug 06 09:12:00 AM,EASTERN GREY KANGAROO,-35.16609567,149.1299363
2018 Aug 06 09:24:00 AM,RED NECKED WALLABY,-35.34148923,149.1589169
2018 Aug 07 10:26:00 PM,EASTERN GREY KANGAROO,-35.24837822,149.0619771
2018 Aug 07 12:41:00 PM,EASTERN GREY KANGAROO,-35.3373667,149.1135524
2018 Aug 08 06:29:00 PM,EASTERN GREY KANGAROO,-35.352288,149.1334315
2018 Aug 09 05:06:00 PM,WOMBAT,-35.40219792,149.0910308
2018 Aug 10 01:04:00 PM,BRUSHTAIL POSSUM,-35.32718183,149.0785006
2018 Aug 10 03:14:00 PM,COCKATOO,-35.28654653,149.0861057
2018 Aug 11 10:00:00 AM,EASTERN GREY KANGAROO,-35.39473593,149.1959058
2018 Aug 13 12:57:00 PM,WALLAROO,-35.34918828,149.0725781
2018 Aug 16 06:19:00 PM,EASTERN GREY KANGAROO,-35.41433798,149.1042809
2018 Aug 16 11:46:00 AM,EASTERN GREY KANGAROO,-35.4067782,149.1097779
2018 Aug 17 08:39:00 AM,EASTERN GREY KANGAROO,-35.44077723,149.0487858
2018 Aug 17 09:15:00 AM,BRUSHTAIL POSSUM,-35.2070224,149.1181179
2018 Aug 18 02:37:00 PM,SWAN,-35.25559827,149.1338614
2018 Aug 19 04:02:00 AM,RED NECKED WALLABY,-35.2123302,149.1095009
2018 Aug 19 09:20:00 AM,EASTERN GREY KANGAROO,-35.16132348,149.1621964
2018 Aug 20 03:27:00 PM,EASTERN GREY KANGAROO,-35.26796755,149.1487508
2018 Aug 20 06:19:00 PM,WOMBAT,-35.33193288,148.953809
2018 Aug 20 08:35:00 AM,EASTERN GREY KANGAROO,-35.39249873,149.1319614
2018 Aug 21 02:51:00 PM,EASTERN GREY KANGAROO,-35.37621734,149.0889545
2018 Aug 21 12:48:00 PM,RED NECKED WALLABY,-35.41246227,149.1495983
2018 Aug 22 05:06:00 PM,EASTERN GREY KANGAROO,-35.16709582,149.0217908
2018 Aug 22 08:56:00 AM,EASTERN GREY KANGAROO,-35.34981965,149.0104563
2018 Aug 22 10:12:00 AM,EASTERN GREY KANGAROO,-35.26163968,149.070316
2018 Aug 22 10:21:00 AM,EASTERN GREY KANGAROO,-35.45302862,149.1543865
2018 Aug 23 08:26:00 AM,EASTERN GREY KANGAROO,-35.41062677,149.1960481
2018 Aug 23 11:12:00 AM,EASTERN GREY KANGAROO,-35.28288528,149.1016147
2018 Aug 24 03:56:00 PM,EASTERN GREY KANGAROO,-35.20369033,149.0883203
2018 Aug 24 07:25:00 PM,EASTERN GREY KANGAROO,-35.41837781,149.0785159
2018 Aug 24 08:25:00 PM,EASTERN GREY KANGAROO,-35.27771462,149.1382284
2018 Aug 24 08:28:00 AM,WOMBAT,-35.2600008,149.1442876
2018 Aug 24 10:01:00 AM,EASTERN GREY KANGAROO,-35.39258783,149.201455
2018 Aug 25 09:15:00 PM,EASTERN GREY KANGAROO,-35.44616479,149.0927504
2018 Aug 25 09:35:00 AM,EASTERN GREY KANGAROO,-35.38390575,149.1528151
2018 Aug 25 12:32:00 AM,EASTERN GREY KANGAROO,-35.44348338,149.0261044
2018 Aug 26 08:36:00 AM,WOMBAT,-35.35506404,149.1920269
2018 Aug 26 10:46:00 AM,BRUSHTAIL POSSUM,-35.36632317,149.1417831
2018 Aug 28 01:17:00 PM,COCKATOO,-35.52104673,149.146516
2018 Aug 28 02:47:00 PM,EASTERN GREY KANGAROO,-35.32248677,149.1448457
2018 Aug 28 05:59:00 PM,WOMBAT,-35.34281079,149.0060351
2018 Aug 28 10:53:00 AM,WALLABY,-35.23806657,149.1673495
2018 Aug 28 11:30:00 AM,WOMBAT,-35.27860773,149.0872303
2018 Aug 28 12:09:00 PM,EASTERN GREY KANGAROO,-35.29372075,149.1710403
2018 Aug 29 01:29:00 PM,RED NECKED WALLABY,-35.230493,149.169363
2018 Aug 29 06:56:00 PM,EASTERN GREY KANGAROO,-35.27654668,149.1966926
2018 Aug 30 01:52:00 PM,EASTERN GREY KANGAROO,-35.2656647,149.0127134
2018 Aug 30 06:35:00 PM,WOMBAT,-35.17153206,149.0244111
2018 Aug 30 12:12:00 PM,EASTERN GREY KANGAROO,-35.25579512,149.1732294
2018 Aug 31 02:43:00 PM,WOMBAT,-35.3303104,149.0483101
2018 Aug 31 06:30:00 PM,EASTERN GREY KANGAROO,-35.3133779,149.08612
2018 Aug 31 11:12:00 AM,EASTERN GREY KANGAROO,-35.47559488,149.0613754
2018 Dec 01 10:18:00 AM,EASTERN GREY KANGAROO,-35.4004429,149.1333305
2018 Dec 03 07:33:00 AM,EASTERN GREY KANGAROO,-35.34087448,149.0760783
2018 Dec 04 06:06:00 AM,WOMBAT,-35.26494825,149.025356
2018 Dec 04 08:15:00 AM,WALLABY,-35.30813845,149.1163142
2018 Dec 04 08:38:00 AM,WALLAROO,-35.44559347,149.036454
2018 Dec 06 07:54:00 AM,EASTERN GREY KANGAROO,-35.35019812,149.1972699
2018 Dec 07 07:21:00 AM,WALLABY,-35.20624485,149.0266055
2018 Dec 08 03:10:00 PM,RED NECKED WALLABY,-35.24713258,149.1824415
2018 Dec 08 05:20:00 PM,BROWN SNAKE,-35.37150382,149.029289
2018 Dec 08 09:38:00 AM,WALLAROO,-35.22013473,149.0668331
2018 Dec 09 03:52:00 PM,WALLABY,-35.32026208,149.1688481
2018 Dec 09 11:18:00 AM,EASTERN GREY KANGAROO,-35.21198551,149.1544067
2018 Dec 10 05:38:00 PM,BROWN SNAKE,-35.4139473,149.0615105
2018 Dec 10 12:50:00 PM,BRUSHTAIL POSSUM,-35.25944287,149.1481592
2018 Dec 10 12:51:00 PM,BRUSHTAIL POSSUM,-35.22978025,149.0851528
2018 Dec 11 01:58:00 PM,RED NECKED WALLABY,-35.24506249,149.0582704
2018 Dec 11 03:39:00 PM,EASTERN GREY KANGAROO,-35.2877245,149.2245759
2018 Dec 13 12:10:00 AM,WOMBAT,-35.4091142,149.0595166
2018 Dec 15 12:08:00 AM,BRUSHTAIL POSSUM,-35.30319228,149.063347
2018 Dec 18 12:20:00 PM,WOMBAT,-35.32129567,149.1773954
2018 Dec 19 02:03:00 PM,WALLABY,-35.38274962,149.0946235
2018 Dec 21 07:41:00 AM,WALLABY,-35.33737862,149.0917717
2018 Dec 22 07:27:00 AM,BRUSHTAIL POSSUM,-35.41147862,149.1244737
2018 Dec 23 06:47:00 PM,EASTERN GREY KANGAROO,-35.26899795,149.0083362
2018 Dec 24 07:03:00 AM,EASTERN GREY KANGAROO,-35.20567945,149.1940477
2018 Dec 26 12:08:00 AM,WALLAROO,-35.23097662,149.0748795
2018 Dec 28 07:53:00 AM,EASTERN GREY KANGAROO,-35.52491507,149.1343228
2018 Dec 31 11:47:00 AM,BROWN SNAKE,-35.20383315,148.9511201
2018 Feb 01 09:11:00 PM,RED NECKED WALLABY,-35.34568156,149.1323364
2018 Feb 02 05:16:00 AM,RED NECKED WALLABY,-35.29380821,149.2079266
2018 Feb 02 08:16:00 AM,EASTERN GREY KANGAROO,-35.23919068,149.0663624
2018 Feb 02 12:25:00 PM,RED NECKED WALLABY,-35.20273118,149.1982455
2018 Feb 03 08:09:00 AM,WALLABY,-35.19177653,149.0719876
2018 Feb 04 02:35:00 PM,RED NECKED WALLABY,-35.37626743,149.0623969
2018 Feb 05 07:22:00 AM,RED NECKED WALLABY,-35.35308038,149.0641613
2018 Feb 05 07:29:00 PM,WALLABY,-35.28404145,149.1031266
2018 Feb 06 02:49:00 AM,BRUSHTAIL POSSUM,-35.37283105,149.0918284
2018 Feb 08 10:24:00 AM,RED NECKED WALLABY,-35.19652232,149.1232261
2018 Feb 08 10:31:00 AM,EASTERN GREY KANGAROO,-35.27879735,149.1062146
2018 Feb 08 12:20:00 PM,BRUSHTAIL POSSUM,-35.26878142,149.136769
2018 Feb 12 08:39:00 AM,WALLAROO,-35.18703552,149.0861709
2018 Feb 12 09:36:00 AM,WALLAROO,-35.42933445,149.0774204
2018 Feb 15 09:23:00 AM,BRUSHTAIL POSSUM,-35.35328303,149.0761585
2018 Feb 15 10:29:00 AM,BRUSHTAIL POSSUM,-35.35053805,149.0363893
2018 Feb 15 12:58:00 PM,EASTERN GREY KANGAROO,-35.27613447,149.1482078
2018 Feb 16 12:53:00 PM,BRUSHTAIL POSSUM,-35.31629105,149.0367232
2018 Feb 17 02:56:00 PM,EASTERN GREY KANGAROO,-35.40275298,149.1043241
2018 Feb 18 05:50:00 PM,BRUSHTAIL POSSUM,-35.28111261,149.1520076
2018 Feb 18 06:09:00 AM,EASTERN GREY KANGAROO,-35.34898099,149.1073867
2018 Feb 18 06:39:00 AM,EASTERN GREY KANGAROO,-35.36796012,149.1208372
2018 Feb 18 09:01:00 AM,EASTERN GREY KANGAROO,-35.1822085,149.1101621
2018 Feb 19 08:18:00 AM,EASTERN GREY KANGAROO,-35.3472387,149.1508198
2018 Feb 21 09:36:00 AM,BRUSHTAIL POSSUM,-35.37286748,149.1394575
2018 Feb 22 11:05:00 AM,WALLAROO,-35.46092649,149.1253649
2018 Feb 25 11:32:00 AM,EASTERN GREY KANGAROO,-35.42358753,149.1095373
2018 Feb 26 04:40:00 PM,RED NECKED WALLABY,-35.32431886,149.1266844
2018 Feb 26 12:48:00 PM,EASTERN GREY KANGAROO,-35.3465683,149.1066309
2018 Feb 27 07:05:00 PM,WALLABY,-35.39879778,149.1010756
2018 Jan 01 01:03:00 PM,SWAN,-35.38249272,149.067926
2018 Jan 01 01:12:00 PM,CURRAWONG,-35.42315905,149.0951831
2018 Jan 01 11:09:00 AM,EASTERN GREY KANGAROO,-35.23616305,149.0911551
2018 Jan 02 04:41:00 AM,RED NECKED WALLABY,-35.29532353,149.1414191
2018 Jan 02 04:44:00 AM,WOMBAT,-35.2458286,149.062437
2018 Jan 02 04:53:00 PM,WOMBAT,-35.37835283,149.0221589
2018 Jan 02 05:18:00 AM,EASTERN GREY KANGAROO,-35.34631875,149.064268
2018 Jan 02 08:16:00 AM,EASTERN GREY KANGAROO,-35.34180309,149.082227
2018 Jan 02 10:05:00 AM,WALLABY,-35.27816298,149.0873243
2018 Jan 02 12:44:00 PM,BRUSHTAIL POSSUM,-35.34585744,149.1531858
2018 Jan 03 06:05:00 AM,EASTERN GREY KANGAROO,-35.22775987,149.106055
2018 Jan 03 06:22:00 PM,GALAH,-35.24271015,149.0575067
2018 Jan 03 07:39:00 AM,BRUSHTAIL POSSUM,-35.20639492,149.1239905
2018 Jan 03 08:18:00 AM,EASTERN GREY KANGAROO,-35.20765677,149.195667
2018 Jan 03 08:40:00 AM,RED NECKED WALLABY,-35.22306102,149.1878624
2018 Jan 03 08:44:00 AM,RED NECKED WALLABY,-35.2132049,149.1699064
2018 Jan 03 10:44:00 AM,WALLABY,-35.44190451,149.0166925
2018 Jan 04 02:35:00 PM,COCKATOO,-35.35587489,149.0962346
2018 Jan 04 02:36:00 PM,BROWN SNAKE,-35.34544567,149.0931408
2018 Jan 04 07:06:00 AM,EASTERN GREY KANGAROO,-35.27265709,149.1330191
2018 Jan 04 08:02:00 AM,WALLABY,-35.33607687,149.0947558
2018 Jan 04 08:24:00 AM,EASTERN GREY KANGAROO,-35.33608173,149.1125657
2018 Jan 04 08:45:00 AM,WALLAROO,-35.34316989,149.105392
2018 Jan 04 11:54:00 AM,WALLAROO,-35.3283432,149.0657745
2018 Jan 06 08:24:00 AM,RED NECKED WALLABY,-35.1888656,149.1915329
2018 Jan 06 09:09:00 AM,WALLAROO,-35.21083445,149.0835863
2018 Jan 06 12:20:00 PM,BROWN SNAKE,-35.29258822,149.1476532
2018 Jan 07 05:51:00 AM,BRUSHTAIL POSSUM,-35.35001288,149.0595014
2018 Jan 08 01:51:00 PM,EASTERN GREY KANGAROO,-35.26227615,149.1545274
2018 Jan 08 10:19:00 AM,EASTERN GREY KANGAROO,-35.19880207,149.1491157
2018 Jan 09 01:12:00 PM,WALLABY,-35.36336127,149.0587365
2018 Jan 09 10:20:00 PM,BRUSHTAIL POSSUM,-35.27852562,149.059522
2018 Jan 10 09:00:00 PM,EASTERN GREY KANGAROO,-35.38509272,149.1150841
2018 Jan 12 12:09:00 PM,WALLAROO,-35.24698126,149.0972844
2018 Jan 14 10:13:00 PM,BRUSHTAIL POSSUM,-35.34645322,149.0599194
2018 Jan 15 02:59:00 AM,EASTERN GREY KANGAROO,-35.30266687,149.1387645
2018 Jan 15 12:07:00 PM,EASTERN GREY KANGAROO,-35.40703708,149.1393208
2018 Jan 16 08:14:00 AM,EASTERN GREY KANGAROO,-35.24721152,149.1870854
2018 Jan 17 01:43:00 PM,RED NECKED WALLABY,-35.38900112,149.1151784
2018 Jan 17 06:01:00 AM,RED NECKED WALLABY,-35.37661588,149.0697319
