CREATED_DATE,SPECIES,LATITUDE,LONGITUDE
2023 Aug 28 02:58:00 PM,MAGPIES,-35.20430439,149.0427502
2023 Aug 28 09:48:00 AM,BRUSHTAIL POSSUM,-35.26850936,149.1190071
2023 Aug 28 10:45:00 PM,EASTERN GREY KANGAROO,-35.26998578,149.0538975
2023 Aug 29 06:36:00 AM,EASTERN GREY KANGAROO,-35.27414893,149.0637181
2023 Aug 29 11:19:00 AM,WOMBAT,-35.44109632,149.0872074
2023 Aug 30 01:01:00 PM,WOMBAT,-35.41728798,149.144829
2023 Aug 30 01:30:00 PM,EASTERN GREY KANGAROO,-35.40250235,149.1476026
2023 Aug 30 02:22:00 PM,BRUSHTAIL POSSUM,-35.36987962,149.0872313
2023 Aug 30 12:37:00 PM,WALLABY,-35.34258565,149.0970626
2023 Aug 31 09:25:00 AM,WOMBAT,-35.26962439,149.0382912
2023 Aug 31 11:58:00 AM,MAGPIES,-35.3113964,149.0316332
2023 Dec 01 04:11:00 PM,WOMBAT,-35.4682788,149.0465556
2023 Dec 02 01:00:00 PM,BRUSHTAIL POSSUM,-35.27018663,149.1266977
2023 Dec 02 07:10:00 AM,EASTERN GREY KANGAROO,-35.30970911,149.0208761
2023 Dec 02 07:44:00 AM,EASTERN GREY KANGAROO,-35.37962391,149.0762992
2023 Dec 03 07:38:00 AM,EASTERN GREY KANGAROO,-35.44002273,149.0877764
2023 Dec 03 08:12:00 AM,BRUSHTAIL POSSUM,-35.2390086,149.1635344
2023 Dec 04 02:44:00 PM,BRUSHTAIL POSSUM,-35.30621361,149.0981551
2023 Dec 04 09:34:00 AM,BRUSHTAIL POSSUM,-35.27028703,149.1291745
2023 Dec 04 09:34:00 AM,BRUSHTAIL POSSUM,-35.27316929,149.131519
2023 Dec 05 07:51:00 AM,WALLABY,-35.2984752,149.1443772
2023 Dec 05 09:32:00 AM,WALLAROO,-35.27073899,149.0879373
2023 Dec 08 08:15:00 AM,WALLABY,-35.39563422,149.0554398
2023 Dec 08 09:09:00 AM,COCKATOO,-35.25934401,149.1340236
2023 Dec 09 11:43:00 AM,WOMBAT,-35.45261357,149.0853825
2023 Dec 11 01:18:00 PM,WOMBAT,-35.45259388,149.0852881
2023 Dec 11 01:34:00 PM,WALLABY,-35.23400841,149.0464291
2023 Dec 11 02:40:00 PM,WALLAROO,-35.19466212,149.1677413
2023 Dec 12 01:12:00 PM,RED NECKED WALLABY,-35.58084918,149.1367125
2023 Dec 12 07:13:00 PM,RED NECKED WALLABY,-35.16799871,149.1032232
2023 Dec 12 12:00:00 AM,WOMBAT,-35.41368377,149.1448036
2023 Dec 13 09:31:00 AM,FOX,-35.23310128,149.1180294
2023 Dec 13 09:51:00 AM,WALLABY,-35.27346446,149.0879136
2023 Dec 13 11:01:00 PM,WOMBAT,-35.46007385,149.0911501
2023 Dec 14 04:42:00 PM,BROWN SNAKE,-35.20869351,149.1489174
2023 Dec 15 09:46:00 AM,WALLABY,-35.22558865,149.1224271
2023 Dec 16 05:12:00 AM,RED NECKED WALLABY,-35.35331169,149.1007278
2023 Dec 16 07:12:00 AM,EASTERN GREY KANGAROO,-35.33706454,149.2162964
2023 Dec 17 08:31:00 AM,SWAN,-35.44647528,149.0797643
2023 Dec 17 08:58:00 AM,WALLABY,-35.30168419,149.1600191
2023 Dec 17 09:44:00 AM,COCKATOO,-35.23680805,149.0312647
2023 Dec 17 10:44:00 AM,WALLAROO,-35.25216676,149.097579
2023 Dec 17 11:54:00 PM,RED NECKED WALLABY,-35.36535522,149.0509551
2023 Dec 18 08:16:00 AM,RED NECKED WALLABY,-35.21300244,149.1822903
2023 Dec 18 09:04:00 AM,WALLABY,-35.42113693,149.0999757
2023 Dec 18 09:28:00 AM,WALLABY,-35.27242238,149.0880781
2023 Dec 18 09:44:00 AM,WOMBAT,-35.38867524,149.1278028
2023 Dec 18 10:12:00 AM,WALLABY,-35.2245513,149.0207704
2023 Dec 18 10:29:00 AM,WOMBAT,-35.16344347,149.0609131
2023 Dec 18 12:10:00 PM,EASTERN GREY KANGAROO,-35.21277911,149.178482
2023 Dec 19 01:19:00 PM,EASTERN GREY KANGAROO,-35.38907035,149.1135635
2023 Dec 19 08:52:00 AM,FOX,-35.34333085,149.0980398
2023 Dec 19 09:32:00 AM,WALLABY,-35.28489151,149.0994593
2023 Dec 19 09:49:00 AM,WALLABY,-35.25407285,149.0857447
2023 Dec 19 12:36:00 PM,EASTERN GREY KANGAROO,-35.18865427,149.0789685
2023 Dec 21 12:04:00 PM,WALLAROO,-35.38955361,149.066547
2023 Dec 22 01:37:00 PM,RED NECKED WALLABY,-35.44401956,149.0938135
2023 Dec 22 08:06:00 AM,WALLABY,-35.28680358,149.1176585
2023 Dec 22 08:42:00 AM,EASTERN GREY KANGAROO,-35.363166,149.128282
2023 Dec 22 10:00:00 AM,WALLABY,-35.21018281,149.0478033
2023 Dec 24 02:48:00 PM,BRUSHTAIL POSSUM,-35.21110473,149.0501258
2023 Dec 25 01:48:00 PM,WOMBAT,-35.36128179,149.0921838
2023 Dec 25 09:06:00 AM,WALLABY,-35.26117384,149.0302915
2023 Dec 25 10:18:00 AM,FOX,-35.22062091,149.059898
2023 Dec 25 12:08:00 PM,WALLABY,-35.22351916,149.127471
2023 Dec 26 08:22:00 AM,FOX,-35.53924686,149.1364675
2023 Dec 26 09:42:00 AM,WOMBAT,-35.49427238,149.0853084
2023 Dec 28 10:52:00 AM,WALLABY,-35.32041976,149.2117753
2023 Dec 28 11:37:00 AM,FOX,-35.18221445,149.15043
2023 Dec 29 08:19:00 AM,WOMBAT,-35.38163653,149.1709354
2023 Dec 29 11:04:00 AM,EASTERN GREY KANGAROO,-35.21848421,149.1952739
2023 Dec 31 11:15:00 AM,BRUSHTAIL POSSUM,-35.26891889,149.132793
2023 Feb 01 10:28:00 AM,BRUSHTAIL POSSUM,-35.27258482,149.114102
2023 Feb 03 11:06:00 AM,BRUSHTAIL POSSUM,-35.27073466,149.1359125
2023 Feb 04 09:17:00 AM,EASTERN GREY KANGAROO,-35.21567484,149.0410878
2023 Feb 05 10:49:00 AM,WALLABY,-35.34083527,149.0937848
2023 Feb 06 01:08:00 AM,EASTERN GREY KANGAROO,-35.27689267,149.076946
2023 Feb 06 07:17:00 AM,WOMBAT,-35.28738492,149.0396075
2023 Feb 06 08:06:00 AM,WALLABY,-35.29155008,149.0755568
2023 Feb 06 08:18:00 AM,WALLABY,-35.31621531,149.0632163
2023 Feb 06 10:29:00 AM,WALLAROO,-35.20514302,149.2014554
2023 Feb 07 12:20:00 PM,RED NECKED WALLABY,-35.26429978,149.0861422
2023 Feb 08 01:46:00 PM,BRUSHTAIL POSSUM,-35.25253503,149.120647
2023 Feb 08 07:21:00 AM,EASTERN GREY KANGAROO,-35.44520379,149.1307696
2023 Feb 09 09:00:00 AM,WALLAROO,-35.40655019,149.0969935
2023 Feb 12 06:58:00 AM,FOX,-35.36226737,149.1052895
2023 Feb 12 09:19:00 AM,BRUSHTAIL POSSUM,-35.3321719,149.1441941
2023 Feb 13 06:50:00 AM,RED NECKED WALLABY,-35.35027624,149.0845063
2023 Feb 15 07:49:00 AM,EASTERN GREY KANGAROO,-35.41607809,149.0621394
2023 Feb 18 06:41:00 PM,EASTERN GREY KANGAROO,-35.21673059,149.0448739
2023 Feb 18 09:39:00 AM,EASTERN GREY KANGAROO,-35.33554084,149.1704851
2023 Feb 19 07:04:00 AM,WALLABY,-35.23937323,149.0712754
2023 Feb 19 11:26:00 AM,BRUSHTAIL POSSUM,-35.46033981,149.1005078
2023 Feb 20 02:11:00 PM,SWAN,-35.4063503,149.0668853
2023 Feb 20 11:28:00 AM,FOX,-35.27486269,149.0877419
2023 Feb 21 10:42:00 AM,WALLABY,-35.2066407,149.1957722
2023 Feb 21 11:22:00 AM,WALLAROO,-35.25976921,149.0998324
2023 Feb 21 12:00:00 PM,BLUE TONGUE LIZARD,-35.34778434,149.0780598
2023 Feb 22 07:36:00 AM,WOMBAT,-35.38570108,149.1161493
2023 Feb 23 01:16:00 PM,EASTERN GREY KANGAROO,-35.31014561,149.0786689
2023 Feb 23 05:08:00 PM,EASTERN GREY KANGAROO,-35.17127188,149.1396209
2023 Feb 23 07:55:00 AM,WALLABY,-35.42549605,149.1392352
2023 Feb 24 05:49:00 AM,EASTERN GREY KANGAROO,-35.40132038,149.0654136
2023 Feb 24 11:42:00 AM,WALLABY,-35.27433349,149.0878577
2023 Feb 24 11:43:00 AM,EASTERN GREY KANGAROO,-35.23141958,149.0816778
2023 Feb 25 08:02:00 AM,WALLABY,-35.28278589,149.0880927
2023 Feb 25 08:54:00 AM,EASTERN GREY KANGAROO,-35.45170823,149.1293131
2023 Feb 25 08:56:00 AM,WOMBAT,-35.49821238,149.1508593
2023 Feb 25 10:16:00 AM,WOMBAT,-35.2893252,149.0780924
2023 Feb 26 08:31:00 AM,EASTERN GREY KANGAROO,-35.2851977,149.1019332
2023 Feb 26 10:13:00 AM,EASTERN GREY KANGAROO,-35.34258272,149.0971272
2023 Feb 27 09:43:00 AM,WALLABY,-35.34437637,149.1367767
2023 Feb 27 10:23:00 AM,WALLABY,-35.23265771,149.0501648
2023 Feb 28 07:47:00 AM,EASTERN GREY KANGAROO,-35.24238983,149.0842312
2023 Feb 28 10:10:00 AM,EASTERN GREY KANGAROO,-35.206219,149.1974708
2023 Feb 28 10:12:00 AM,RED NECKED WALLABY,-35.20676849,149.1953042
2023 Feb 28 10:19:00 AM,WALLABY,-35.2103562,149.1911491
2023 Feb 28 10:31:00 AM,FOX,-35.24618966,149.1901571
2023 Jan 01 09:18:00 PM,EASTERN GREY KANGAROO,-35.45658742,149.095839
2023 Jan 04 01:54:00 PM,BRUSHTAIL POSSUM,-35.34975604,149.0355026
2023 Jan 04 08:28:00 AM,FOX,-35.16706366,149.0602428
2023 Jan 04 09:02:00 AM,FOX,-35.23826546,149.0247761
2023 Jan 05 05:36:00 AM,EASTERN GREY KANGAROO,-35.2180636,149.1176269
2023 Jan 06 12:06:00 PM,RED NECKED WALLABY,-35.36237186,149.0669366
2023 Jan 08 08:10:00 AM,EASTERN GREY KANGAROO,-35.34423811,149.2038212
2023 Jan 08 09:51:00 AM,WALLAROO,-35.43732509,149.0977855
2023 Jan 09 08:22:00 AM,WALLABY,-35.39343125,149.1034516
2023 Jan 09 08:23:00 AM,WALLABY,-35.39340346,149.1034434
2023 Jan 09 08:23:00 AM,WALLABY,-35.39340346,149.1034434
2023 Jan 10 02:53:00 PM,FOX,-35.15110082,149.1144853
2023 Jan 10 08:32:00 AM,BRUSHTAIL POSSUM,-35.33042232,149.0770282
2023 Jan 10 12:04:00 PM,WALLABY,-35.22195788,149.0654403
2023 Jan 11 02:06:00 PM,BRUSHTAIL POSSUM,-35.33051505,149.0766333
2023 Jan 11 02:29:00 PM,WALLAROO,-35.23062937,149.1183404
2023 Jan 12 09:29:00 AM,EASTERN GREY KANGAROO,-35.33664993,149.1688857
2023 Jan 12 11:10:00 AM,EASTERN GREY KANGAROO,-35.37870603,149.1819008
2023 Jan 12 12:17:00 PM,RED NECKED WALLABY,-35.37660248,149.190659
2023 Jan 13 11:16:00 AM,WALLABY,-35.15257378,149.1594029
2023 Jan 14 07:09:00 AM,WALLAROO,-35.27339472,149.088205
2023 Jan 14 07:28:00 AM,WALLAROO,-35.31710229,149.0627485
2023 Jan 14 07:28:00 AM,WALLABY,-35.3115603,149.0619036
2023 Jan 14 10:03:00 AM,WALLABY,-35.17395182,149.1320602
2023 Jan 14 12:13:00 PM,FOX,-35.28162893,149.1560002
2023 Jan 15 01:39:00 PM,WOMBAT,-35.26948138,149.0451317
2023 Jan 15 01:40:00 PM,WALLABY,-35.25081857,149.0755861
2023 Jan 15 07:04:00 AM,WOMBAT,-35.22916967,149.1669977
2023 Jan 16 07:04:00 PM,EASTERN GREY KANGAROO,-35.26753911,149.1392552
2023 Jan 16 08:55:00 AM,WALLAROO,-35.32561211,149.0870016
2023 Jan 16 08:55:00 AM,EASTERN GREY KANGAROO,-35.35879632,149.0825085
2023 Jan 16 09:11:00 AM,WALLABY,-35.24095808,149.0269305
2023 Jan 18 09:28:00 AM,WOMBAT,-35.36878433,149.0509634
2023 Jan 19 09:01:00 AM,BRUSHTAIL POSSUM,-35.30034674,149.0999548
2023 Jan 21 07:26:00 PM,EASTERN GREY KANGAROO,-35.19449327,149.1614009
2023 Jan 21 09:25:00 PM,WALLABY,-35.26032516,149.0988294
2023 Jan 22 04:03:00 PM,EASTERN GREY KANGAROO,-35.34516453,149.1146788
2023 Jan 22 11:31:00 AM,WALLABY,-35.26027183,149.0975247
2023 Jan 24 01:57:00 PM,WOMBAT,-35.51362372,149.1485686
2023 Jan 24 08:36:00 AM,EASTERN GREY KANGAROO,-35.27547845,149.0872118
2023 Jan 25 02:07:00 PM,BRUSHTAIL POSSUM,-35.23459499,149.05672
2023 Jan 26 06:06:00 AM,RED NECKED WALLABY,-35.21963988,149.0782399
2023 Jan 26 09:59:00 AM,FOX,-35.38003878,149.0750479
2023 Jan 27 01:32:00 PM,WALLABY,-35.38391213,149.0832338
2023 Jan 27 08:27:00 AM,WALLAROO,-35.22645825,149.0324377
2023 Jan 30 11:20:00 AM,WALLABY,-35.4004329,149.1058429
2023 Jul 01 07:19:00 AM,WALLAROO,-35.47064677,149.138091
2023 Jul 01 07:24:00 AM,WOMBAT,-35.43947645,149.1272618
2023 Jul 01 10:44:00 AM,BRUSHTAIL POSSUM,-35.23712446,149.0929751
2023 Jul 02 03:12:00 PM,EASTERN GREY KANGAROO,-35.33250902,149.0705452
2023 Jul 02 06:01:00 PM,EASTERN GREY KANGAROO,-35.25079741,149.0766516
2023 Jul 02 08:57:00 AM,EASTERN GREY KANGAROO,-35.16425208,149.1474741
2023 Jul 02 09:49:00 AM,FOX,-35.29580562,149.0709978
2023 Jul 02 10:32:00 AM,WOMBAT,-35.51354225,149.1487275
2023 Jul 02 11:03:00 AM,WOMBAT,-35.55307226,149.1296326
2023 Jul 02 11:07:00 AM,WOMBAT,-35.54442423,149.1331053
2023 Jul 03 01:43:00 PM,EASTERN GREY KANGAROO,-35.40463257,149.1327257
2023 Jul 03 10:40:00 AM,WALLABY,-35.26654218,149.1873474
2023 Jul 04 08:29:00 PM,WOMBAT,-35.6451479,149.0048267
2023 Jul 04 09:45:00 AM,WOMBAT,-35.41487216,149.1446756
2023 Jul 04 10:25:00 AM,EASTERN GREY KANGAROO,-35.27814167,149.0799669
2023 Jul 04 12:00:00 PM,FOX,-35.3230868,149.1243439
2023 Jul 05 09:54:00 AM,WOMBAT,-35.50554725,149.0747056
2023 Jul 06 08:47:00 AM,EASTERN GREY KANGAROO,-35.25763411,148.9610625
2023 Jul 06 08:50:00 AM,FOX,-35.26614252,148.9649112
2023 Jul 06 12:07:00 PM,WOMBAT,-35.33183118,148.9698243
2023 Jul 06 12:20:00 PM,EASTERN GREY KANGAROO,-35.31499681,149.0335011
2023 Jul 07 01:57:00 PM,FOX,-35.30175602,149.0652998
2023 Jul 07 02:34:00 PM,FOX,-35.36418735,149.1674272
2023 Jul 07 02:52:00 PM,WALLAROO,-35.46184049,149.1339531
2023 Jul 07 03:03:00 PM,WALLAROO,-35.42648537,149.1378517
2023 Jul 07 08:40:00 AM,FOX,-35.38217892,149.0792886
2023 Jul 07 10:10:00 AM,WOMBAT,-35.36894961,149.0513222
2023 Jul 07 11:10:00 AM,FOX,-35.31641634,149.0632616
2023 Jul 08 11:53:00 AM,WOMBAT,-35.4162185,149.1448772
2023 Jul 08 12:17:00 PM,WOMBAT,-35.50700859,149.1500961
2023 Jul 09 09:46:00 AM,FOX,-35.19024393,149.0944423
2023 Jul 09 10:26:00 AM,FOX,-35.22198034,149.1731517
2023 Jul 09 10:56:00 AM,BRUSHTAIL POSSUM,-35.29394836,149.1442772
2023 Jul 10 09:19:00 AM,FOX,-35.33624046,149.0043346
2023 Jul 11 09:51:00 PM,WOMBAT,-35.28560689,149.0400014
2023 Jul 12 09:06:00 AM,WOMBAT,-35.30920066,149.0310869
2023 Jul 12 09:42:00 AM,BRUSHTAIL POSSUM,-35.27298872,149.1289533
2023 Jul 13 12:07:00 PM,WOMBAT,-35.26851185,149.0362712
2023 Jul 15 10:32:00 AM,WALLAROO,-35.27175263,149.0880535
2023 Jul 16 08:45:00 AM,FOX,-35.38311395,149.0892258
2023 Jul 16 09:50:00 AM,WALLABY,-35.24759309,149.0271228
2023 Jul 16 11:17:00 PM,WALLAROO,-35.20545225,149.2018116
2023 Jul 17 07:27:00 PM,EASTERN GREY KANGAROO,-35.42263102,149.067581
2023 Jul 17 10:40:00 AM,BRUSHTAIL POSSUM,-35.27551084,149.0872029
2023 Jul 17 10:48:00 AM,BRUSHTAIL POSSUM,-35.26271031,149.1304206
2023 Jul 18 02:28:00 PM,WALLABY,-35.18117443,149.1098013
2023 Jul 18 06:05:00 PM,EASTERN GREY KANGAROO,-35.3511172,149.1350858
2023 Jul 18 07:50:00 PM,EASTERN GREY KANGAROO,-35.21117454,149.147012
2023 Jul 18 08:53:00 AM,RED NECKED WALLABY,-35.16259582,149.061036
2023 Jul 18 08:53:00 AM,FOX,-35.16149144,149.0613087
2023 Jul 19 09:18:00 AM,WOMBAT,-35.26983566,149.0403546
2023 Jul 19 09:26:00 AM,BRUSHTAIL POSSUM,-35.23810974,149.0401293
2023 Jul 19 09:43:00 AM,BRUSHTAIL POSSUM,-35.25938867,149.0860194
2023 Jul 19 11:20:00 AM,EASTERN GREY KANGAROO,-35.15482759,149.1237686
2023 Jul 20 09:39:00 AM,EASTERN GREY KANGAROO,-35.19189951,149.0647979
2023 Jul 22 01:49:00 PM,EASTERN GREY KANGAROO,-35.43853562,149.1266768
2023 Jul 22 02:02:00 PM,EASTERN GREY KANGAROO,-35.444448,149.1162384
2023 Jul 22 02:53:00 PM,WOMBAT,-35.4936238,149.0869295
2023 Jul 22 10:03:00 AM,FOX,-35.24100493,149.1920042
2023 Jul 22 10:08:00 AM,WALLABY,-35.21825189,149.1951051
2023 Jul 22 11:28:00 AM,WOMBAT,-35.53766075,149.1374816
2023 Jul 22 11:44:00 AM,WOMBAT,-35.55759095,149.1304264
2023 Jul 22 11:56:00 AM,WOMBAT,-35.49619912,149.1506143
2023 Jul 23 01:54:00 PM,EASTERN GREY KANGAROO,-35.26480265,149.0333306
2023 Jul 23 10:10:00 PM,WALLABY,-35.35342366,149.1334924
2023 Jul 24 03:43:00 AM,WOMBAT,-35.45679232,149.0856469
2023 Jul 24 10:58:00 AM,EASTERN GREY KANGAROO,-35.44141351,149.0882349
2023 Jul 25 01:34:00 PM,WALLAROO,-35.37919299,149.0742896
2023 Jul 25 01:55:00 PM,EASTERN GREY KANGAROO,-35.42414162,149.0745709
2023 Jul 25 08:37:00 AM,EASTERN GREY KANGAROO,-35.40762305,149.1326108
2023 Jul 25 08:47:00 PM,WOMBAT,-35.27130842,149.0754252
2023 Jul 25 11:23:00 PM,WALLABY,-35.36864213,149.1292673
2023 Jul 26 08:17:00 PM,WALLAROO,-35.32985981,148.9653389
2023 Jul 26 10:16:00 PM,WOMBAT,-35.24760302,148.9581666
2023 Jul 27 02:17:00 PM,EASTERN GREY KANGAROO,-35.35306471,149.070051
2023 Jul 27 10:18:00 AM,BRUSHTAIL POSSUM,-35.40706707,149.1194158
2023 Jul 28 07:26:00 AM,EASTERN GREY KANGAROO,-35.30948152,149.1210105
2023 Jul 28 09:29:00 AM,EASTERN GREY KANGAROO,-35.44519562,149.107017
2023 Jul 30 09:44:00 AM,EASTERN GREY KANGAROO,-35.25955884,149.028411
2023 Jul 31 01:07:00 PM,WALLAROO,-35.38122972,149.078748
2023 Jul 31 01:16:00 PM,BRUSHTAIL POSSUM,-35.3969987,149.0792064
2023 Jul 31 10:00:00 AM,BRUSHTAIL POSSUM,-35.19231337,149.1502584
2023 Jul 31 12:40:00 PM,WOMBAT,-35.51503554,149.0742117
2023 Jun 01 05:46:00 PM,EASTERN GREY KANGAROO,-35.27045201,149.1140065
2023 Jun 02 10:17:00 AM,BRUSHTAIL POSSUM,-35.31444835,149.1424432
2023 Jun 02 11:21:00 AM,WOMBAT,-35.26980643,149.0410752
2023 Jun 03 02:10:00 PM,BRUSHTAIL POSSUM,-35.23978837,149.1637424
2023 Jun 03 02:48:00 PM,BRUSHTAIL POSSUM,-35.26340391,149.1469515
2023 Jun 04 03:03:00 PM,PARROT,-35.25779185,149.0683383
2023 Jun 05 08:30:00 PM,EASTERN GREY KANGAROO,-35.22151147,149.0254991
2023 Jun 05 09:11:00 AM,FOX,-35.50056802,149.0780029
2023 Jun 05 10:12:00 AM,FOX,-35.31580074,149.0627536
2023 Jun 05 11:03:00 AM,RED NECKED WALLABY,-35.27141446,149.0758789
2023 Jun 06 01:22:00 PM,WOMBAT,-35.36115875,149.0417245
2023 Jun 06 03:11:00 AM,FOX,-35.28592566,149.141937
2023 Jun 06 11:33:00 AM,WALLAROO,-35.38928744,149.1132637
2023 Jun 07 09:59:00 AM,EASTERN GREY KANGAROO,-35.46439845,149.1027153
2023 Jun 07 10:13:00 AM,WALLABY,-35.42589222,149.138728
2023 Jun 08 03:26:00 PM,WOMBAT,-35.44759934,149.0791712
2023 Jun 08 08:25:00 AM,EASTERN GREY KANGAROO,-35.45383661,149.0911934
2023 Jun 08 08:48:00 AM,WALLAROO,-35.42561386,149.139444
2023 Jun 08 10:58:00 AM,FOX,-35.27960458,149.085213
2023 Jun 09 09:47:00 AM,EASTERN GREY KANGAROO,-35.28459705,149.1109021
2023 Jun 09 10:07:00 AM,BRUSHTAIL POSSUM,-35.23768596,149.1457831
2023 Jun 09 12:15:00 PM,FOX,-35.32491946,149.0555519
2023 Jun 10 02:12:00 PM,FOX,-35.38405056,149.0921713
2023 Jun 10 07:58:00 PM,EASTERN GREY KANGAROO,-35.41112302,149.0616928
2023 Jun 11 01:11:00 PM,WOMBAT,-35.49537663,149.1506427
2023 Jun 11 01:11:00 PM,WOMBAT,-35.49367131,149.1505728
2023 Jun 11 01:19:00 PM,WALLAROO,-35.46456059,149.1352319
2023 Jun 11 10:15:00 AM,WALLABY,-35.26601175,149.1100983
2023 Jun 11 10:32:00 AM,FOX,-35.28373219,149.109722
2023 Jun 12 04:09:00 PM,WALLABY,-35.34932357,149.137516
2023 Jun 12 12:08:00 PM,SWAN,-35.42721141,149.073394
2023 Jun 13 03:41:00 PM,WALLABY,-35.25548608,149.0450709
2023 Jun 14 02:56:00 PM,FOX,-35.43211814,149.0808833
2023 Jun 14 08:03:00 AM,WOMBAT,-35.2693131,149.0376453
2023 Jun 17 01:25:00 PM,EASTERN GREY KANGAROO,-35.37720834,149.0926029
2023 Jun 17 08:53:00 AM,EASTERN GREY KANGAROO,-35.34901307,149.0696879
2023 Jun 18 11:20:00 AM,WALLAROO,-35.2742501,149.0638424
2023 Jun 19 10:06:00 AM,FOX,-35.55314431,149.1296282
2023 Jun 19 10:18:00 AM,WOMBAT,-35.49490718,149.1505901
2023 Jun 19 10:40:00 AM,WOMBAT,-35.49038405,149.0913681
2023 Jun 20 07:17:00 AM,EASTERN GREY KANGAROO,-35.42189737,149.0671671
2023 Jun 21 11:49:00 AM,BRUSHTAIL POSSUM,-35.31630371,149.1328907
2023 Jun 23 09:03:00 AM,WALLAROO,-35.25721146,148.9610604
2023 Jun 23 09:16:00 AM,FOX,-35.26514898,148.9638826
2023 Jun 23 11:09:00 AM,EASTERN GREY KANGAROO,-35.19197982,149.0700629
2023 Jun 23 12:22:00 PM,FOX,-35.31104167,149.1696444
2023 Jun 23 12:23:00 PM,FOX,-35.31104167,149.1696444
2023 Jun 24 02:40:00 PM,RED NECKED WALLABY,-35.45303546,149.1013819
2023 Jun 24 10:38:00 AM,FOX,-35.33260494,149.0634383
2023 Jun 24 11:20:00 AM,FOX,-35.33217731,148.9588642
2023 Jun 24 11:39:00 AM,WOMBAT,-35.32910353,148.9596534
2023 Jun 25 04:06:00 PM,EASTERN GREY KANGAROO,-35.39136795,149.1098689
2023 Jun 25 12:04:00 PM,EASTERN GREY KANGAROO,-35.27369262,149.0757652
2023 Jun 26 11:42:00 AM,WALLAROO,-35.46994837,149.1376138
2023 Jun 26 12:18:00 PM,WOMBAT,-35.41521653,149.1446104
2023 Jun 26 12:43:00 PM,FOX,-35.31341115,149.1010553
2023 Jun 27 01:53:00 PM,DUCK,-35.34561744,149.10254
2023 Jun 27 07:30:00 PM,EASTERN GREY KANGAROO,-35.31859055,149.064522
2023 Jun 28 01:34:00 PM,BRUSHTAIL POSSUM,-35.21271104,149.0756127
2023 Jun 28 02:37:00 AM,EASTERN GREY KANGAROO,-35.35954189,149.0916978
2023 Jun 28 08:45:00 AM,RED NECKED WALLABY,-35.27803051,149.0798818
2023 Jun 29 01:55:00 PM,EASTERN GREY KANGAROO,-35.27888709,149.0822033
2023 Jun 30 09:23:00 AM,RED NECKED WALLABY,-35.25922734,149.0284704
2023 Jun 30 10:12:00 AM,EASTERN GREY KANGAROO,-35.31502923,149.0335274
2023 Mar 01 09:54:00 AM,BRUSHTAIL POSSUM,-35.28891332,149.1275308
2023 Mar 01 10:50:00 AM,WOMBAT,-35.41778892,149.0641346
2023 Mar 02 02:03:00 PM,EASTERN GREY KANGAROO,-35.23693202,149.0732926
2023 Mar 02 10:38:00 AM,FOX,-35.39445761,149.1570993
2023 Mar 03 03:04:00 PM,WALLABY,-35.35955284,149.1318064
2023 Mar 03 11:26:00 AM,BRUSHTAIL POSSUM,-35.31594798,149.1359581
2023 Mar 04 02:17:00 PM,EASTERN GREY KANGAROO,-35.39889474,149.1056124
2023 Mar 04 02:22:00 PM,WALLABY,-35.40007936,149.1059976
2023 Mar 04 05:39:00 PM,EASTERN GREY KANGAROO,-35.27891676,149.0799143
2023 Mar 05 10:01:00 AM,WALLABY,-35.32517488,149.0640376
2023 Mar 06 08:12:00 PM,EASTERN GREY KANGAROO,-35.34425841,149.1362296
2023 Mar 06 08:32:00 AM,FOX,-35.37895026,149.0738672
2023 Mar 06 10:52:00 PM,RED NECKED WALLABY,-35.38847561,149.1232029
2023 Mar 07 07:59:00 AM,EASTERN GREY KANGAROO,-35.26363211,149.2735121
2023 Mar 07 09:31:00 AM,EASTERN GREY KANGAROO,-35.23409649,149.0892026
2023 Mar 07 09:42:00 AM,WALLAROO,-35.21387068,149.131939
2023 Mar 08 01:12:00 PM,FOX,-35.36884135,149.0598129
2023 Mar 08 01:58:00 PM,RED NECKED WALLABY,-35.38872112,149.1234634
2023 Mar 08 09:24:00 AM,BRUSHTAIL POSSUM,-35.27321001,149.13104
2023 Mar 08 11:30:00 AM,WALLABY,-35.3888085,149.1280656
2023 Mar 09 03:21:00 AM,EASTERN GREY KANGAROO,-35.31918288,149.0370869
2023 Mar 09 03:54:00 AM,WALLAROO,-35.26466531,149.0332352
2023 Mar 09 10:53:00 AM,BRUSHTAIL POSSUM,-35.32205971,149.1035951
2023 Mar 10 01:31:00 PM,WOMBAT,-35.44150905,149.1290946
2023 Mar 10 01:39:00 PM,WALLABY,-35.47041216,149.1382447
2023 Mar 10 01:40:00 PM,FOX,-35.47046404,149.1382224
2023 Mar 10 09:18:00 AM,WALLABY,-35.26428686,149.1872581
2023 Mar 10 11:21:00 AM,BRUSHTAIL POSSUM,-35.19375013,149.0868788
2023 Mar 11 10:23:00 AM,WALLABY,-35.21943998,149.1955292
2023 Mar 12 01:58:00 PM,BRUSHTAIL POSSUM,-35.22646281,149.0126401
2023 Mar 12 07:11:00 AM,WALLABY,-35.38860608,149.1235882
2023 Mar 12 07:24:00 AM,EASTERN GREY KANGAROO,-35.39306498,149.1393007
2023 Mar 12 08:16:00 AM,WOMBAT,-35.58436279,149.1382271
2023 Mar 12 08:20:00 AM,FOX,-35.55702953,149.1301296
